427, 3
428, 42
429, 34
430, 34
431, 0
432, 14
433, 10
434, 4
435, 12
436, 45
437, 9
438, 14
439, 4
440, 34
441, 15
442, 4
443, 12
444, 14
445, 14
446, 40
447, 3
448, 3
449, 0
450, 3
451, 32
452, 32
453, 9
454, 32
455, 21
456, 12
457, 35
458, 3
459, 30
460, 15
461, 4
462, 8
463, 29
464, 9
465, 32
466, 4
467, 29
468, 14
469, 32
470, 28
471, 49
472, 8
473, 34
474, 25
475, 12
476, 4
477, 12
478, 3
479, 20
480, 12
481, 20
482, 29
483, 0
484, 8
485, 12
486, 15
487, 36
488, 4
489, 32
490, 21
491, 3
492, 26
493, 29
494, 21
495, 29
496, 14
497, 3
498, 16
499, 8
500, 42
501, 4
502, 13
503, 34
504, 9
505, 3
506, 6
507, 3
508, 51
509, 40
510, 8
511, 14
512, 0
513, 3
514, 11
515, 14
516, 8
517, 29
518, 48
519, 28
520, 11
521, 3
522, 3
523, 21
524, 4
525, 9
526, 42
527, 2
528, 3
529, 42
530, 14
531, 12
532, 4
533, 8
534, 32
535, 4
536, 15
537, 15
538, 29
539, 29
540, 15
541, 34
542, 4
543, 32
544, 34
545, 10
546, 20
547, 35
548, 4
549, 36
550, 29
551, 13
552, 4
553, 32
554, 14
555, 34
556, 29
557, 35
558, 4
559, 30
560, 15
561, 4
562, 15
563, 20
564, 12
565, 3
566, 39
567, 3
568, 32
569, 4
570, 0
571, 39
572, 4
573, 36
574, 3
575, 29
576, 35
577, 3
578, 14
579, 34
580, 31
581, 8
582, 33
583, 35
584, 14
585, 36
586, 25
587, 28
588, 13
589, 32
590, 9
591, 3
592, 14
593, 15
594, 29
595, 3
596, 27
597, 29
598, 11
599, 32
600, 8
601, 41
602, 12
603, 34
604, 8
605, 32
606, 29
607, 4
608, 10
609, 21
610, 14
611, 21
612, 3
613, 8
614, 35
615, 20
616, 12
617, 12
618, 25
619, 3
620, 25
621, 4
622, 8
623, 4
624, 13
625, 14
626, 3
627, 12
628, 4
629, 15
630, 30
631, 4
632, 21
633, 14
634, 14
635, 23
636, 24
637, 8
638, 4
639, 14
640, 3
641, 11
642, 4
643, 14
644, 3
645, 11
646, 13
647, 11
648, 7
649, 13
650, 9
651, 3
652, 10
653, 32
654, 12
655, 8
656, 34
657, 9
658, 4
659, 16
660, 4
661, 35
662, 39
663, 20
664, 30
665, 33
666, 9
667, 5
668, 2
669, 35
670, 3
671, 23
672, 14
673, 29
674, 3
675, 3
676, 3
677, 2
678, 0
679, 32
680, 34
681, 42
682, 14
683, 14
684, 2
685, 39
686, 13
687, 29
688, 10
689, 36
690, 8
691, 7
692, 3
693, 14
694, 15
695, 15
696, 9
697, 39
698, 11
699, 4
700, 3
701, 14
702, 36
703, 9
704, 9
705, 14
706, 20
707, 1
708, 16
709, 4
710, 8
711, 11
712, 8
713, 25
714, 14
715, 4
716, 12
717, 30
718, 41
719, 14
720, 3
721, 15
722, 20
723, 29
724, 4
725, 2
726, 20
727, 8
728, 32
729, 4
730, 36
731, 14
732, 0
733, 20
734, 20
735, 22
736, 9
737, 39
738, 42
739, 32
740, 14
741, 25
742, 24
743, 35
744, 29
745, 29
746, 14
747, 48
748, 19
749, 9
750, 30
751, 5
752, 29
753, 52
754, 39
755, 30
756, 41
757, 14
758, 9
759, 28
760, 16
761, 26
762, 16
763, 3
764, 3
765, 3
766, 0
767, 20
768, 35
769, 39
770, 7
771, 0
772, 3
773, 30
774, 10
775, 11
776, 48
777, 9
778, 29
779, 14
780, 29
781, 2
782, 17
783, 25
784, 12
785, 2
786, 4
787, 39
788, 4
789, 34
790, 25
791, 29
792, 35
793, 3
794, 3
795, 3
796, 10
797, 14
798, 45
799, 30
800, 3
801, 9
802, 20
803, 35
804, 2
805, 3
806, 8
807, 9
808, 14
809, 29
810, 14
811, 13
812, 15
813, 29
814, 0
815, 9
816, 18
817, 8
818, 39
819, 14
820, 10
821, 38
822, 3
823, 38
824, 36
825, 9
826, 20
827, 30
828, 4
829, 30
830, 14
831, 4
832, 3
833, 3
834, 24
835, 3
836, 35
837, 3
838, 4
839, 36
840, 20
841, 3
842, 9
843, 9
844, 2
845, 25
846, 29
847, 6
848, 7
849, 30
850, 20
851, 35
852, 1
853, 15
854, 3
855, 7
856, 36
857, 3
858, 29
859, 15
860, 3
861, 2
862, 9
863, 23
864, 34
865, 14
866, 7
867, 14
868, 9
869, 3
870, 3
871, 24
872, 35
873, 15
874, 13
875, 35
876, 36
877, 4
878, 8
879, 9
880, 35
881, 17
882, 30
883, 8
884, 11
885, 3
886, 4
887, 28
888, 14
889, 3
890, 29
891, 4
892, 8
893, 39
894, 4
895, 14
896, 36
897, 23
898, 3
899, 28
900, 14
901, 14
902, 6
903, 14
904, 2
905, 4
906, 2
907, 4
908, 16
909, 53
910, 3
911, 3
912, 0
913, 6
914, 14
915, 3
916, 35
917, 3
918, 3
919, 15
920, 39
921, 17
922, 3
923, 4
924, 35
925, 35
926, 33
927, 25
928, 3
929, 3
930, 48
931, 3
932, 34
933, 3
934, 33
935, 30
936, 3
937, 13
938, 14
939, 14
940, 12
941, 36
942, 30
943, 6
944, 16
945, 35
946, 11
947, 35
948, 1
949, 35
950, 14
951, 3
952, 17
953, 7
954, 1
955, 15
956, 17
957, 3
958, 4
959, 4
960, 48
961, 3
962, 3
963, 1
964, 1
965, 20
966, 11
967, 2
968, 2
969, 8
970, 43
971, 14
972, 14
973, 3
974, 39
975, 9
976, 30
977, 3
978, 50
979, 33
980, 3
981, 28
982, 48
983, 0
984, 4
985, 32
986, 0
987, 3
988, 35
989, 20
990, 9
991, 4
992, 12
993, 35
994, 38
995, 20
996, 20
997, 30
998, 4
999, 17
1000, 8
1001, 0
1002, 29
1003, 17
1004, 2
1005, 20
1006, 30
1007, 48
1008, 3
1009, 28
1010, 4
1011, 9
1012, 25
1013, 16
1014, 9
1015, 11
1016, 4
1017, 14
1018, 0
1019, 26
1020, 3
1021, 28
1022, 35
1023, 3
1024, 39
1025, 3
1026, 2
1027, 9
1028, 35
1029, 25
1030, 3
1031, 14
1032, 16
1033, 13
1034, 3
1035, 20
1036, 26
1037, 4
1038, 8
1039, 11
1040, 14
1041, 36
1042, 3
1043, 14
1044, 3
1045, 13
1046, 8
1047, 20
1048, 39
1049, 25
1050, 35
1051, 3
1052, 50
1053, 14
1054, 30
1055, 14
1056, 8
1057, 54
1058, 25
1059, 4
1060, 39
1061, 4
1062, 17
1063, 6
1064, 14
1065, 0
1066, 21
1067, 6
1068, 4
1069, 36
1070, 37
1071, 34
1072, 15
1073, 34
1074, 4
1075, 8
1076, 45
1077, 2
1078, 20
1079, 9
1080, 3
1081, 23
1082, 9
1083, 0
1084, 29
1085, 3
1086, 39
1087, 0
1088, 12
1089, 49
1090, 24
1091, 29
1092, 2
1093, 15
1094, 21
1095, 3
1096, 55
1097, 4
1098, 14
1099, 12
1100, 14
1101, 12
1102, 35
1103, 15
1104, 15
1105, 3
1106, 9
1107, 10
1108, 4
1109, 36
1110, 14
1111, 35
1112, 27
1113, 8
1114, 35
1115, 48
1116, 3
1117, 4
1118, 8
1119, 30
1120, 14
1121, 3
1122, 4
1123, 9
1124, 30
1125, 13
1126, 17
1127, 35
1128, 48
1129, 14
1130, 12
1131, 3
1132, 35
1133, 4
1134, 35
1135, 0
1136, 14
1137, 20
1138, 10
1139, 11
1140, 53
1141, 20
1142, 29
1143, 20
1144, 9
1145, 3
1146, 3
1147, 19
1148, 29
1149, 4
1150, 39
1151, 2
1152, 4
1153, 21
1154, 8
1155, 29
1156, 21
1157, 13
1158, 39
1159, 39
1160, 25
1161, 3
1162, 9
1163, 21
1164, 8
1165, 4
1166, 35
1167, 34
1168, 40
1169, 14
1170, 9
1171, 8
1172, 4
1173, 6
1174, 4
1175, 28
1176, 8
1177, 31
1178, 4
1179, 34
1180, 21
1181, 33
1182, 29
1183, 3
1184, 14
1185, 35
1186, 13
1187, 9
1188, 32
1189, 20
1190, 5
1191, 2
1192, 29
1193, 48
1194, 34
1195, 4
1196, 13
1197, 14
1198, 9
1199, 15
1200, 0
1201, 29
1202, 52
1203, 35
1204, 25
1205, 8
1206, 8
1207, 21
1208, 0
1209, 4
1210, 49
1211, 4
1212, 3
1213, 3
1214, 0
1215, 13
1216, 0
1217, 8
1218, 0
1219, 32
1220, 40
1221, 4
1222, 6
1223, 8
1224, 6
1225, 25
1226, 10
1227, 35
1228, 29
1229, 29
1230, 35
1231, 15
1232, 34
1233, 48
1234, 20
1235, 4
1236, 42
1237, 14
1238, 48
1239, 35
1240, 47
1241, 30
1242, 12
1243, 34
1244, 3
1245, 15
1246, 20
1247, 20
1248, 12
1249, 14
1250, 56
1251, 32
1252, 0
1253, 32
1254, 19
1255, 42
1256, 15
1257, 15
1258, 0
1259, 36
1260, 7
1261, 42
1262, 15
1263, 30
1264, 30
1265, 15
1266, 3
1267, 35
1268, 46
1269, 32
1270, 41
1271, 21
1272, 20
1273, 29
1274, 20
1275, 34
1276, 4
1277, 2
1278, 48
1279, 57
1280, 4
1281, 25
1282, 34
1283, 41
1284, 35
1285, 19
1286, 4
1287, 35
1288, 2
1289, 4
1290, 24
1291, 9
1292, 48
1293, 35
1294, 29
1295, 15
1296, 46
1297, 5
1298, 19
1299, 8
1300, 13
1301, 3
1302, 34
1303, 3
1304, 29
1305, 21
1306, 7
1307, 15
1308, 32
1309, 9
1310, 15
1311, 0
1312, 28
1313, 36
1314, 4
1315, 19
1316, 32
1317, 3
1318, 9
1319, 0
1320, 4
1321, 22
1322, 35
1323, 35
1324, 34
1325, 8
1326, 4
1327, 30
1328, 3
1329, 30
1330, 42
1331, 12
1332, 9
1333, 2
1334, 21
1335, 4
1336, 15
1337, 15
1338, 15
1339, 20
1340, 15
1341, 32
1342, 2
1343, 29
1344, 4
1345, 9
1346, 44
1347, 13
1348, 9
1349, 15
1350, 3
1351, 4
1352, 3
1353, 3
1354, 4
1355, 20
1356, 28
1357, 46
1358, 2
1359, 6
1360, 17
1361, 32
1362, 35
1363, 29
1364, 15
1365, 58
1366, 11
1367, 52
1368, 15
1369, 6
1370, 13
1371, 8
1372, 3
1373, 0
1374, 14
1375, 43
1376, 20
1377, 38
1378, 11
1379, 14
1380, 12
1381, 36
1382, 0
1383, 36
1384, 4
1385, 4
1386, 8
1387, 29
1388, 36
1389, 59
1390, 20
1391, 13
1392, 5
1393, 26
1394, 25
1395, 8
1396, 24
1397, 4
1398, 4
1399, 9
1400, 0
1401, 0
1402, 9
1403, 14
1404, 5
1405, 3
1406, 28
1407, 8
1408, 3
1409, 48
1410, 35
1411, 3
1412, 4
1413, 0
1414, 26
1415, 26
1416, 29
1417, 29
1418, 4
1419, 30
1420, 3
1421, 29
1422, 26
1423, 9
1424, 8
1425, 4
1426, 4
1427, 14
1428, 9
1429, 15
1430, 0
1431, 39
1432, 30
1433, 35
1434, 30
1435, 7
1436, 32
1437, 17
1438, 6
1439, 6
1440, 25
1441, 35
1442, 8
1443, 8
1444, 4
1445, 5
1446, 20
1447, 32
1448, 3
1449, 2
1450, 49
1451, 41
1452, 3
1453, 21
1454, 12
1455, 8
1456, 29
1457, 35
1458, 3
1459, 42
1460, 30
1461, 3
1462, 35
1463, 9
1464, 15
1465, 35
1466, 4
1467, 30
1468, 15
1469, 25
1470, 20
1471, 21
1472, 4
1473, 32
1474, 35
1475, 3
1476, 14
1477, 3
1478, 0
1479, 13
1480, 12
1481, 49
1482, 3
1483, 7
1484, 31
1485, 3
1486, 9
1487, 22
1488, 4
1489, 6
1490, 4
1491, 8
1492, 15
1493, 3
1494, 8
1495, 9
1496, 57
1497, 15
1498, 6
1499, 15
1500, 4
1501, 3
1502, 41
1503, 8
1504, 2
1505, 3
1506, 36
1507, 3
1508, 29
1509, 29
1510, 4
1511, 15
1512, 51
1513, 15
1514, 4
1515, 26
1516, 5
1517, 13
1518, 43
1519, 42
1520, 3
1521, 4
1522, 4
1523, 0
1524, 14
1525, 39
1526, 15
1527, 3
1528, 3
1529, 4
1530, 6
1531, 13
1532, 4
1533, 11
1534, 14
1535, 3
1536, 26
1537, 8
1538, 36
1539, 3
1540, 2
1541, 9
1542, 34
1543, 32
1544, 21
1545, 15
1546, 9
1547, 49
1548, 8
1549, 3
1550, 25
1551, 35
1552, 10
1553, 3
1554, 30
1555, 14
1556, 13
1557, 34
1558, 28
1559, 4
1560, 8
1561, 28
1562, 4
1563, 4
1564, 36
1565, 29
1566, 35
1567, 15
1568, 22
1569, 10
1570, 0
1571, 29
1572, 15
1573, 44
1574, 9
1575, 14
1576, 29
1577, 10
1578, 29
1579, 45
1580, 0
1581, 9
1582, 7
1583, 35
1584, 20
1585, 9
1586, 4
1587, 15
1588, 12
1589, 14
1590, 58
1591, 32
1592, 28
1593, 4
1594, 0
1595, 39
1596, 2
1597, 29
1598, 28
1599, 24
1600, 5
1601, 3
1602, 2
1603, 9
1604, 29
1605, 3
1606, 23
1607, 3
1608, 12
1609, 18
1610, 20
1611, 3
1612, 2
1613, 30
1614, 21
1615, 12
1616, 30
1617, 4
1618, 23
1619, 34
1620, 27
1621, 15
1622, 8
1623, 14
1624, 1
1625, 12
1626, 29
1627, 16
1628, 41
1629, 9
1630, 15
1631, 4
1632, 12
1633, 48
1634, 36
1635, 10
1636, 4
1637, 4
1638, 29
1639, 4
1640, 12
1641, 14
1642, 4
1643, 15
1644, 41
1645, 9
1646, 15
1647, 29
1648, 20
1649, 4
1650, 15
1651, 30
1652, 8
1653, 13
1654, 41
1655, 20
1656, 32
1657, 30
1658, 5
1659, 3
1660, 4
1661, 15
1662, 3
1663, 11
1664, 15
1665, 28
1666, 4
1667, 31
1668, 30
1669, 3
1670, 14
1671, 29
1672, 3
1673, 23
1674, 25
1675, 8
1676, 47
1677, 3
1678, 3
1679, 42
1680, 23
1681, 3
1682, 9
1683, 4
1684, 11
1685, 39
1686, 8
1687, 17
1688, 28
1689, 39
1690, 19
1691, 8
1692, 7
1693, 11
1694, 21
1695, 14
1696, 0
1697, 3
1698, 9
1699, 24
1700, 0
1701, 4
1702, 35
1703, 32
1704, 25
1705, 29
1706, 9
1707, 36
1708, 9
1709, 32
1710, 8
1711, 14
1712, 52
1713, 3
1714, 40
1715, 3
1716, 7
1717, 35
1718, 19
1719, 30
1720, 14
1721, 20
1722, 3
1723, 4
1724, 34
1725, 48
1726, 29
1727, 15
1728, 13
1729, 20
1730, 4
1731, 20
1732, 20
1733, 34
1734, 15
1735, 19
1736, 29
1737, 29
1738, 30
1739, 4
1740, 30
1741, 36
1742, 4
1743, 12
1744, 4
1745, 9
1746, 29
1747, 39
1748, 39
1749, 21
1750, 15
1751, 11
1752, 21
1753, 9
1754, 30
1755, 8
1756, 52
1757, 53
1758, 15
1759, 36
1760, 14
1761, 3
1762, 0
1763, 12
1764, 30
1765, 32
1766, 9
1767, 21
1768, 4
1769, 15
1770, 14
1771, 14
1772, 28
1773, 8
1774, 0
1775, 2
1776, 3
1777, 39
1778, 0
1779, 29
1780, 14
1781, 4
1782, 21
1783, 17
1784, 15
1785, 55
1786, 9
1787, 32
1788, 52
1789, 26
1790, 2
1791, 40
1792, 0
1793, 0
1794, 21
1795, 57
1796, 32
1797, 56
1798, 3
1799, 25
1800, 9
1801, 7
1802, 9
1803, 10
1804, 4
1805, 26
1806, 42
1807, 29
1808, 11
1809, 20
1810, 15
1811, 4
1812, 41
1813, 0
1814, 9
1815, 22
1816, 16
1817, 40
1818, 35
1819, 22
1820, 9
1821, 11
1822, 8
1823, 37
1824, 29
1825, 32
1826, 35
1827, 14
1828, 3
1829, 32
1830, 9
1831, 3
1832, 49
1833, 25
1834, 9
1835, 14
1836, 8
1837, 42
1838, 3
1839, 3
1840, 10
1841, 36
1842, 4
1843, 9
1844, 35
1845, 9
1846, 15
1847, 3
1848, 42
1849, 29
1850, 35
1851, 48
1852, 3
1853, 0
1854, 0
1855, 42
1856, 32
1857, 2
1858, 7
1859, 26
1860, 21
1861, 9
1862, 14
1863, 19
1864, 20
1865, 29
1866, 5
1867, 14
1868, 3
1869, 15
1870, 25
1871, 22
1872, 32
1873, 8
1874, 35
1875, 0
1876, 29
1877, 14
1878, 4
1879, 8
1880, 9
1881, 20
1882, 0
1883, 2
1884, 15
1885, 4
1886, 35
1887, 0
1888, 8
1889, 30
1890, 32
1891, 29
1892, 38
1893, 29
1894, 3
1895, 3
1896, 3
1897, 4
1898, 56
1899, 9
1900, 26
1901, 15
1902, 35
1903, 12
1904, 30
1905, 28
1906, 3
1907, 52
1908, 0
1909, 14
1910, 47
1911, 47
1912, 3
1913, 32
1914, 3
1915, 47
1916, 9
1917, 48
1918, 8
1919, 3
1920, 4
1921, 0
1922, 6
1923, 21
1924, 0
1925, 4
1926, 28
1927, 15
1928, 33
1929, 17
1930, 8
1931, 3
1932, 32
1933, 3
1934, 0
1935, 42
1936, 39
1937, 8
1938, 3
1939, 25
1940, 42
1941, 3
1942, 4
1943, 19
1944, 22
1945, 20
1946, 14
1947, 12
1948, 32
1949, 3
1950, 14
1951, 21
1952, 41
1953, 9
1954, 3
1955, 5
1956, 42
1957, 14
1958, 17
1959, 3
1960, 13
1961, 12
1962, 3
1963, 35
1964, 21
1965, 22
1966, 54
1967, 14
1968, 26
1969, 47
1970, 21
1971, 15
1972, 20
1973, 14
1974, 14
1975, 4
1976, 48
1977, 4
1978, 43
1979, 22
1980, 3
1981, 4
1982, 9
1983, 32
1984, 17
1985, 14
1986, 15
1987, 8
1988, 9
1989, 35
1990, 11
1991, 9
1992, 21
1993, 0
1994, 26
1995, 32
1996, 21
1997, 15
1998, 4
1999, 36
2000, 14
2001, 38
2002, 40
2003, 28
2004, 15
2005, 41
2006, 4
2007, 35
2008, 36
2009, 23
2010, 28
2011, 22
2012, 8
2013, 36
2014, 8
2015, 3
2016, 4
2017, 30
2018, 11
2019, 5
2020, 0
2021, 28
2022, 29
2023, 29
2024, 34
2025, 14
2026, 3
2027, 42
2028, 20
2029, 29
2030, 4
2031, 14
2032, 0
2033, 14
2034, 34
2035, 35
2036, 26
2037, 21
2038, 14
2039, 15
2040, 14
2041, 34
2042, 28
2043, 4
2044, 35
2045, 40
2046, 20
2047, 42
2048, 21
2049, 35
2050, 22
2051, 22
2052, 4
2053, 21
2054, 28
2055, 60
2056, 21
2057, 4
2058, 28
2059, 30
2060, 34
2061, 19
2062, 4
2063, 23
2064, 39
2065, 15
2066, 4
2067, 35
2068, 21
2069, 28
2070, 8
2071, 3
2072, 2
2073, 9
2074, 28
2075, 32
2076, 0
2077, 0
2078, 3
2079, 2
2080, 8
2081, 29
2082, 15
2083, 23
2084, 13
2085, 39
2086, 30
2087, 26
2088, 2
2089, 7
2090, 4
2091, 35
2092, 21
2093, 23
2094, 35
2095, 31
2096, 12
2097, 15
2098, 0
2099, 14
2100, 20
2101, 14
2102, 32
2103, 28
2104, 30
2105, 30
2106, 11
2107, 15
2108, 15
2109, 13
2110, 30
2111, 11
2112, 3
2113, 4
2114, 14
2115, 3
2116, 53
2117, 8
2118, 27
2119, 34
2120, 2
2121, 39
2122, 3
2123, 14
2124, 29
2125, 4
2126, 30
2127, 29
2128, 46
2129, 4
2130, 4
2131, 7
2132, 33
2133, 15
2134, 29
2135, 0
2136, 4
2137, 29
2138, 39
2139, 30
2140, 30
2141, 39
2142, 20
2143, 0
2144, 4
2145, 14
2146, 32
2147, 13
2148, 3
2149, 14
2150, 9
2151, 33
2152, 39
2153, 19
2154, 41
2155, 11
2156, 4
2157, 30
2158, 14
2159, 17
2160, 14
2161, 29
2162, 4
2163, 3
2164, 29
2165, 29
2166, 8
2167, 4
2168, 3
2169, 29
2170, 30
2171, 39
2172, 53
2173, 20
2174, 14
2175, 39
2176, 7
2177, 8
2178, 25
2179, 29
2180, 34
2181, 39
2182, 2
2183, 15
2184, 20
2185, 35
2186, 2
2187, 29
2188, 13
2189, 14
2190, 28
2191, 8
2192, 30
2193, 8
2194, 0
2195, 42
2196, 30
2197, 17
2198, 0
2199, 4
2200, 8
2201, 11
2202, 3
2203, 20
2204, 9
2205, 9
2206, 16
2207, 25
2208, 13
2209, 8
2210, 15
2211, 3
2212, 26
2213, 14
2214, 12
2215, 39
2216, 35
2217, 2
2218, 26
2219, 2
2220, 8
2221, 9
2222, 16
2223, 39
2224, 36
2225, 39
2226, 35
2227, 15
2228, 13
2229, 35
2230, 4
2231, 1
2232, 30
2233, 14
2234, 14
2235, 3
2236, 29
2237, 29
2238, 15
2239, 0
2240, 40
2241, 39
2242, 26
2243, 20
2244, 4
2245, 11
2246, 17
2247, 3
2248, 14
2249, 29
2250, 35
2251, 2
2252, 8
2253, 15
2254, 19
2255, 4
2256, 32
2257, 3
2258, 12
2259, 14
2260, 30
2261, 16
2262, 17
2263, 15
2264, 43
2265, 7
2266, 32
2267, 4
2268, 2
2269, 8
2270, 4
2271, 14
2272, 12
2273, 3
2274, 9
2275, 3
2276, 31
2277, 29
2278, 21
2279, 3
2280, 36
2281, 30
2282, 8
2283, 0
2284, 0
2285, 0
2286, 14
2287, 14
2288, 9
2289, 20
2290, 0
2291, 15
2292, 3
2293, 30
2294, 10
2295, 3
2296, 9
2297, 0
2298, 29
2299, 8
2300, 15
2301, 4
2302, 14
2303, 3
2304, 14
2305, 39
2306, 29
2307, 0
2308, 3
2309, 8
2310, 3
2311, 14
2312, 8
2313, 3
2314, 14
2315, 4
2316, 26
2317, 29
2318, 19
2319, 4
2320, 14
2321, 3
2322, 17
2323, 31
2324, 20
2325, 0
2326, 8
2327, 4
2328, 10
2329, 3
2330, 14
2331, 7
2332, 29
2333, 11
2334, 16
2335, 53
2336, 13
2337, 4
2338, 34
2339, 14
2340, 3
2341, 14
2342, 15
2343, 32
2344, 39
2345, 8
2346, 9
2347, 14
2348, 8
2349, 3
2350, 34
2351, 42
2352, 4
2353, 4
2354, 9
2355, 0
2356, 15
2357, 4
2358, 28
2359, 13
2360, 20
2361, 9
2362, 1
2363, 19
2364, 0
2365, 20
2366, 3
2367, 8
2368, 3
2369, 14
2370, 44
2371, 4
2372, 9
2373, 34
2374, 28
2375, 3
2376, 9
2377, 4
2378, 4
2379, 29
2380, 25
2381, 28
2382, 32
2383, 30
2384, 0
2385, 14
2386, 35
2387, 14
2388, 49
2389, 11
2390, 14
2391, 29
2392, 22
2393, 22
2394, 3
2395, 28
2396, 4
2397, 3
2398, 29
2399, 33
2400, 15
2401, 12
2402, 8
2403, 9
2404, 4
2405, 8
2406, 12
2407, 11
2408, 31
2409, 0
2410, 36
2411, 32
2412, 4
2413, 32
2414, 28
2415, 14
2416, 0
2417, 0
2418, 20
2419, 4
2420, 17
2421, 4
2422, 3
2423, 32
2424, 34
2425, 21
2426, 9
2427, 32
2428, 0
2429, 10
2430, 3
2431, 36
2432, 4
2433, 3
2434, 0
2435, 29
2436, 8
2437, 13
2438, 9
2439, 0
2440, 2
2441, 0
2442, 39
2443, 45
2444, 34
2445, 12
2446, 9
2447, 35
2448, 3
2449, 36
2450, 42
2451, 9
2452, 13
2453, 20
2454, 15
2455, 3
2456, 13
2457, 4
2458, 41
2459, 13
2460, 26
2461, 9
2462, 3
2463, 4
2464, 14
2465, 21
2466, 29
2467, 11
2468, 34
2469, 29
2470, 11
2471, 29
2472, 3
2473, 4
2474, 4
2475, 9
2476, 21
2477, 4
2478, 0
2479, 4
2480, 3
2481, 3
2482, 29
2483, 42
2484, 8
2485, 34
2486, 19
2487, 3
2488, 29
2489, 3
2490, 0
2491, 25
2492, 3
2493, 9
2494, 8
2495, 4
2496, 0
2497, 9
2498, 14
2499, 34
